cups,media_invierno,std_invierno,skewness_invierno,kurtosis_invierno,energia_fft_invierno,frecuencia_dominante_invierno,mediana_invierno,p25_invierno,p75_invierno,media_otoño,std_otoño,skewness_otoño,kurtosis_otoño,energia_fft_otoño,frecuencia_dominante_otoño,mediana_otoño,p25_otoño,p75_otoño,media_primavera,std_primavera,skewness_primavera,kurtosis_primavera,energia_fft_primavera,frecuencia_dominante_primavera,mediana_primavera,p25_primavera,p75_primavera,media_verano,std_verano,skewness_verano,kurtosis_verano,energia_fft_verano,frecuencia_dominante_verano,mediana_verano,p25_verano,p75_verano,media_anual,std_anual,skewness_anual,kurtosis_anual,energia_fft_anual,frecuencia_dominante_anual,mediana_anual,p25_anual,p75_anual
0114f2a9ef8e,-0.046485655012235526,-0.4359681188658944,-0.16565136034709993,-0.19598262824090903,-0.306548003378161,0.0646456012753797,0.3380747079162515,0.5793199641350648,-0.20341245482745604,0.7286430545167295,-0.3158541835960793,-0.5662698823082714,-0.5120304727169844,0.005142306389980473,0.25265395518829875,1.7966829962151345,2.847418263160374,0.44990065049475136,0.3581837135562625,-0.3786234260327873,-0.551969865696679,-0.3548988684934741,-0.1933106484358015,0.017979841216821904,1.1565526935297776,1.918521755153131,0.1971772052120879,0.781748016597714,-0.49109092552080297,-0.4397085370320871,-0.18767438141473972,0.07848630167293776,0.3503015114149381,1.4880399902873456,1.722641859022729,0.5609790353209133,0.3919120928348082,-0.47994172188817225,-0.4303603201837839,-0.16655064908047612,-0.18717034131000496,0.3463853632733761,1.1360799369241847,2.424699145100788,0.24060589965022092
011952cf0a27,0.006563906759346836,-0.5032160901536193,0.18986887278958448,0.6996356382149969,-0.30446569310137306,0.0646456012753797,0.4646856576823193,0.9530568732689545,-0.07420640585662128,0.8668164835986601,-0.174725021321,-1.088754571503951,-0.6329664739135903,0.12478119716630792,0.25265395518829875,2.090805632380977,2.3672220611197177,0.7418279570605376,0.6689727518189325,-0.25774586254190024,-0.25434634299809816,0.13149972691559866,-0.013325260216394451,0.017979841216821904,1.6133882919577183,3.1919921662691655,0.5314149842116896,0.8696416570424983,-0.21853238863484337,-0.5170901884223357,-0.19084899456992355,0.22029730588049726,0.3674468497281669,1.525838504728927,1.6651221093408353,0.7633548436334968,0.5345841779016368,-0.4072301299801386,-0.43086909555150804,-0.11504933020455353,-0.10407617955889341,0.35116964105173154,1.3506866036195422,2.7761667438148363,0.46015747373244287
02b3106d73c7,0.7942452608611658,0.5131885882459507,-1.0573388193560536,-0.6852211379282337,0.3398054890579689,0.0646456012753797,1.0688007608518424,-0.08867134404541682,1.0144554989484194,0.8609172544132642,0.7106842121800064,-0.9062599367683357,-0.7821601255481769,0.5706730972572374,0.25265395518829875,0.307094161439741,0.5018445070387026,0.8568872537851633,0.6339509911311834,0.6009499391874047,-0.7679617076323431,-0.46162724989454473,0.3851454232105951,0.017979841216821904,0.003230035203501332,-0.19066361325780098,0.7892555565828107,-0.303590691181668,0.21276571562030722,1.068650287441231,0.6761370403730504,-0.21445423530508956,1.9276726362319876,-0.48378251308181813,-0.2008185703397759,-0.4629564373755203,0.5520798259474585,0.5645099573722383,-0.4826523580076476,-0.15659151345217598,0.31964191248339496,-1.3903074702696518,-0.09953420465514506,-0.018217621269694183,0.7284982864996027
03c8338d7f1d,-0.5277461661932574,-0.40596198064537603,0.09385433919932605,-0.1903366254140445,-0.41692255685534885,1.8862795377876374,-0.5156448390778049,-0.2171962539738132,-0.5244087327393733,-0.4337311832788331,-0.1933889094059405,0.10344628984202218,-0.30358148857261025,-0.37432478999550783,0.25265395518829875,-0.47090765035377696,-0.08916620316518324,-0.6502944429795627,-0.5047058807643723,-0.3157506231233832,-0.009133037512411337,-0.24611733064412933,-0.4507584788440762,0.017979841216821904,-0.45360556322443923,-0.11107171256304903,-0.6973067557297029,-0.6608652997638984,-0.6202906458924295,0.12585739595336382,-0.12597888292460804,-0.5733611467933559,1.9105272979187589,-0.4207849890125157,-0.22842805018708462,-0.721308533093712,-0.5742510617664035,-0.4456707026434993,-0.003907133050607822,-0.1406157551862924,-0.4743272750640444,2.0878624745947594,-0.4767216794530457,-0.20913829217609087,-0.7077349272882647
04666163609d,-0.07845783151815144,0.180933866573853,-0.5197159008281628,-0.5436483253470021,-0.1373473697636032,0.0646456012753797,-0.4270171742415575,-0.4268947912254075,0.08780586648571423,-0.48838174293601855,-0.18115419861439133,-0.283729266713175,-0.4700174746947384,-0.3828491739447612,0.25265395518829875,-0.7840059404658024,-0.7540532521445547,-0.4753282396958344,-0.4294047321095465,-0.1673850538421784,-0.12064987531335539,-0.25202237143471606,-0.3785584959246508,0.017979841216821904,-0.603387726643436,-0.7478069181210661,-0.41400044781575496,-0.5467814873797957,-0.6525907356470747,-0.21543072669104174,-0.16893171346628502,-0.5500077751247677,0.3588741805715525,-0.45228375104716695,-0.28364700988170205,-0.4457329643276408,-0.36663933982770475,-0.09893281684238787,-0.19615113111669452,-0.1608890955330205,-0.3087168902663663,0.3487775021625538,-0.5807733966386736,-0.6951181817560091,-0.3997528580895924
07efa654691a,0.33452962850221374,0.5077982594882943,-0.8008511183449843,-0.6529343346792581,0.13374067512040763,1.8862795377876374,-0.22986583817725204,-0.32035440536371035,0.5475977048155204,0.8355758293958945,1.1102734763655746,-0.9063372320026823,-0.8045088228609383,0.8331045983852843,1.817758818937888,0.00822761178735201,-0.1999807113284117,0.6429340160740823,0.8796996166880339,0.9406603258281445,-0.893452037843021,-0.5166736940464863,0.7299088695695684,1.4971132633679334,0.04067557605825059,-0.01655633048803076,0.9420499698397715,0.32118273300249955,1.2661206170271804,-0.4028458934510624,-0.20416394600511234,0.5539240666674923,-1.2013516059322682,-0.47118300826795767,-0.5045228486601715,0.03135723909862012,0.574875138046258,0.7880644841834323,-0.6501705319993594,-0.2113190702354437,0.4584618265865322,0.3463853632733761,-0.15806329557206075,-0.38270253845463303,0.7170633086828202
08565e582514,-0.7362475618905889,-0.4590534878502693,1.0667095036373344,0.6320454767575955,-0.4623603181709861,0.0646456012753797,-0.6350208774286688,-0.46748160488700635,-0.7727266081051961,-0.529326049972013,-0.1822809125474034,0.44455581304628394,0.04491950309887203,-0.3927316786525617,0.25265395518829875,-0.6891276707348856,-0.6617078286751975,-0.5399896626485166,-0.6320197252911094,-0.3345359073585902,0.6033492794428154,0.15788090992448656,-0.4850259586229544,0.017979841216821904,-0.6108768348143859,-0.7677048932947542,-0.5890773796726891,-0.1891982489148158,0.461306149845465,-0.16396987752931882,-0.17405026458370995,-0.07234381576360009,0.3588741805715525,-0.45858350345409715,-0.4055888792073154,-0.4905139942521273,-0.5926008097095153,-0.2714175118552618,0.1784493005816501,-0.10762190405936203,-0.42266055776042183,0.3487775021625538,-0.6002830936109788,-0.7471874556395718,-0.6101564499183884
0d9678df292f,0.16756430483266158,0.32964532930315066,-0.45172320453765485,-0.4341798072874559,-0.0021033561380075635,0.0646456012753797,0.048678251308096936,-0.2780764744662116,0.19076693675934817,0.3193060502599516,0.48221156756292843,-0.8019437024231322,-0.7305680480974258,0.1875707733356027,0.25265395518829875,-0.31910241878430995,-0.45854789704261173,0.4460970373798877,0.7446241665603706,0.7682536255528895,-0.7550219318508861,-0.4652476110420497,0.5440837506181209,0.017979841216821904,0.003230035203501332,-0.19066361325780098,0.7868681438756706,0.05053674802485103,1.3682176664821155,-0.16618139250614922,-0.16316344549714737,0.48924116266501755,0.3503015114149381,-0.5719790467788414,-1.084321925453654,0.006383203179194792,0.30948723798802324,0.5856471591289264,-0.43673461431802124,-0.18166683538269915,0.22958413475887923,0.3463853632733761,-0.3271473359987058,-0.5736232093610295,0.384686620141679
0e6a45c8d43b,0.07979969420470101,0.2979463698953693,0.26590345621085903,0.05103887765836017,-0.04433249431028868,0.0646456012753797,-0.13219453407199983,0.17514294475497585,-0.11054560712966854,0.6957262767625892,0.47520813182306476,-0.15817873872195692,-0.36791692076665977,0.348269709241548,0.25265395518829875,0.686607240363408,1.443767826426146,0.37382838819747827,0.6161516563630398,0.5293397918525748,-0.15238766666007877,-0.26770288790517666,0.3340851954576201,0.017979841216821904,0.5124893908280909,1.4757918075385723,0.27357441184056835,0.46990026699467,0.2033681949275756,-0.10334276209030561,-0.1511564614190273,0.12157788505531573,0.3588741805715525,0.505278614806229,0.8667479837561599,0.2500953468066892,0.42082148109138945,0.30098337280455323,-0.05234254429099924,-0.1271181605079166,0.12661256001938348,0.3487775021625538,0.36869852268018,1.2488013765636645,0.18648033798411767
11c65598e4aa,-1.072930577543019,-1.186492288956389,-0.009039982892842253,0.18439993224196607,-0.5888925081798326,5.529547410812152,-0.6929001687502996,-0.5418907632666042,-0.9705733705917867,-1.2165981127269279,-1.2956703498263986,-0.5408210356958111,-0.2461876212135435,-0.7476757973447176,-1.2952519540145917,-1.0212016147930942,-0.9202750143893975,-0.9431726528240648,-1.1703229487193223,-1.1499367404465208,5.268332888705091,7.7552850785281855,-0.745472448714391,0.017979841216821904,-0.8280609717719315,-0.9467866698579466,-0.8755669045294905,-1.1240077186484527,-1.4167807706552047,3.871553801214678,2.979209242768055,-0.7729315396296561,-1.175633598462425,-0.748372114172888,-0.5873512882020975,-0.9107667366203861,-1.2103945362987452,-1.308962972453514,3.334816712016225,1.9817527137940223,-0.7232933650255434,0.3487775021625538,-0.8213929926304376,-0.9381081265459683,-0.9211878465348692
