cups,principal_component_1,principal_component_2,principal_component_3,principal_component_4,principal_component_5,principal_component_6,principal_component_7,principal_component_8,principal_component_9,principal_component_10,principal_component_11,principal_component_12
a436c4d5cbeb,1.1628171859801577,-0.08267375783806931,-1.2162257762048232,0.5933308628174772,-0.5367611779020989,-0.7041122783856447,0.671443296212236,0.03279491260047685,0.06865758771923962,0.22711480859508104,0.47435325458481153,0.11947605073390094
a97896649004,-5.6757837358304375,-0.6863538949716215,0.9669748523917193,-1.4227782153351771,2.6415901193523443,0.5248011471990925,-1.1842809379971562,-0.24272234988112454,-0.025426898262824408,-0.30904175110959714,0.9013040300664334,-0.26165180897160484
ab6c9e4d8e64,-1.669645763463944,1.0976234554366053,-1.1666040734665206,0.5178982024107995,-0.395849675203056,-0.008413149011178445,0.2710940967820312,-0.5878869014847848,0.10396800826386329,-0.037980666830921626,0.384398723421655,0.010177255011149532
ab80ec0882ca,21.97229552588606,-4.298625148287726,5.9377945632587,-4.168592875055772,1.5571432118841066,-2.005534424029967,1.4119927626953088,-6.604309642116237,2.1392456309557155,-1.6475684744945782,-1.48693111619213,0.8616195175394837
acb5ee1b35fd,-2.751758789379217,-0.3549211325097209,-1.7522946821602838,-0.11052596927710719,-1.1957631102286215,-0.6878594952114094,0.6782941661790329,-0.44204248952477343,0.5669155780132268,-0.9104180338709901,-0.16536724029890162,-0.8586344143323714
ad7b0d773a4a,-3.9858713120906906,-3.543354183461065,11.749142521030528,10.943900168333405,-6.840154303219131,-1.3238733402069633,-3.836304722398172,-0.3858074110422525,-0.05322088054950782,-0.24470174714332663,-0.4530388916451444,0.01602341831273517
add697153a07,-3.9568867347470653,0.6126247466661023,0.6080881553779834,-1.2830522236116897,-1.4319270662356334,-0.32633664690821035,0.5612521922911753,-0.6584420251926902,-0.01826430803620903,0.9681791017804136,0.012091345337765234,-1.318072517366152
b1a8b5dfd391,13.052882980054134,1.7831834082149716,2.6263476114007016,0.2387573076248419,1.9971399675620554,1.704851658612521,-1.321927286791418,0.6356872038475828,-0.6777516513372441,-0.23080287404222988,-1.0000101471984095,-0.5566115000648486
b46938568ddc,1.9891698317134205,-2.959984666141633,-2.262346106023938,-1.7936387810343537,-3.882306883116481,-1.8958993354698612,1.3358369635806144,2.4450739351782387,0.8398358289568082,0.1293036807309851,0.01734638321639829,0.3501662536348417
b476034a2e3d,2.195582200751635,0.4289365024947798,-0.794673598593614,-1.2050420421435295,-2.2594510945160944,0.09296369941475584,0.0711227014127815,-0.5698466357039289,-0.3395566975090292,1.339369561230416,0.9360696903687243,0.26986519547401305
b6b8b829ca63,-4.144110173068137,0.7661351171236734,-1.1191099507452982,0.39696389764977597,-0.26001747610654063,-0.17817946642212426,0.38911016241579066,-0.8247479954622446,0.12940686293104642,-0.26108843029341294,0.17443657984191008,0.03036378891653941
b6e12ac4aa4b,2.0586649747692927,0.8588760381201542,0.3667357576046499,-2.029354535165655,-1.821261223055682,-0.26969698232133216,-0.11385234610191391,-0.4503332067592434,-0.5520653743379508,1.4955790775879467,0.3150209122875644,0.7985089419392217
ba38270a360e,-1.9586917909008956,0.3170404448194224,0.4561155406868263,-2.4996598571015514,-1.6239225512903106,-0.2229404570499775,-0.246712660918407,-1.1176123184632634,-1.0638550367386637,1.1454281290314847,-0.11641670334206963,0.43924394159901275
bbfd7c7fa784,-3.471452521827069,-0.7529486136145013,-0.49613050321015933,-0.13254258672170063,0.6169681681212941,-0.12795956657966165,0.12595314573227442,-0.49663253509880345,0.04116990490104699,-0.4571345649248331,0.06162509073803296,-0.2026987939229282
bf03a8cf21da,5.774476874077629,1.387606689920694,0.24106721416529664,0.5267273292226538,0.4086135320733569,-0.19171558018871357,-0.12344585981393971,0.46479564417091324,-0.19449535132133247,0.22260909589572223,0.22660442145873566,0.06263220942011681
c1244d6dea7a,-3.149216222671525,1.739825314509238,-1.0008240829845698,0.8085509936007885,0.06033429910734119,-0.2316700305821857,-0.5010945316509988,0.12913451226143652,2.707696169718416,2.9848082164799425,-2.0143822120461605,-0.25840316522825485
c32f47bda75b,0.19762546824395175,0.2748712186347445,-1.4575582229921165,0.5213536092900809,-0.4812020157656826,0.7660404098096331,-0.40142570356463675,-0.5530311290184252,-0.37786246594682454,-0.40518432096410384,-0.3034598467349425,-0.16134749093306724
c422e08d8f19,0.04160981585048447,-0.025056517644107983,-0.5852697348351015,0.44581847185694046,0.06353988966841918,-1.297137152201068,0.2444260817412805,0.09813614437589513,-0.7201949539620075,0.02306537122316948,-0.24455682884496457,0.3097725364462009
c4a177fb3092,9.681723220611188,2.6168013002921287,2.584011134647482,-0.7300222149164901,0.16348857203675707,1.3799762774514028,1.045010513820556,2.3713884894165678,0.9012931024154199,-0.8787097613698411,0.1888382082711084,0.555549488296604
c5fa6b7264f9,-0.2748389946980566,3.4163033032377585,0.14273943262421102,-1.0344403165223688,-1.4995626909178517,-0.3350660736686754,0.661705382691678,-0.8004013229050445,-0.36755911842327665,-0.12380035344852082,1.3172695780888004,0.1098897044533217
c762bb72bd52,2.8896845139489313,2.854419406682356,1.0495504451454643,0.06332211070526904,1.5290061461497277,-1.426664417285962,-0.812982901922449,0.07852040897464237,-1.958764091659967,0.32933161641869985,-0.27924061976558007,0.1682280628707591
c8b50ccf6f9c,-3.8025790612522097,-1.8568012946479873,1.2385343167101004,-2.477546721897163,0.191605083883427,-0.42835106852636795,-0.7738901952114574,1.378947758027518,0.7965119492089964,-0.8506074181765516,0.12695918714976737,-0.2959406578306283
cc26481a6b26,-3.0977791352719755,0.17398527273857584,-1.1291459081530908,0.4087146598293716,-0.24707116154201092,-0.21282230494306828,0.36270844768501526,-0.3177050776884284,0.14763763957561832,-0.19026624249323829,0.19611094836736095,-0.026761574004476797
ce0e3832ae5b,-2.724974151828318,0.2174425908192719,-0.396453790851326,0.13854472520257322,-0.5965911460177072,-1.42989256431374,0.6171649314265025,-0.3739512899079893,-1.0423309463797426,-0.5863552549605883,0.9304971824070919,0.8796767416351162
cf5c2db7d01b,-0.7262710722540355,-0.9664334604242991,-1.3734763225883135,0.0355492261320383,-0.9302023181812212,0.25772892483037485,0.37547023091694653,0.4076888795673753,0.5378902443948157,-0.32660515004753304,-0.6934448237002858,0.7345710468782627
d15c67c0173b,-2.5881602485945137,1.4824044432262606,-1.4367473910815898,0.6565010466873963,-0.6099400913916104,-0.0012894391477871732,0.12167008107515905,-0.7229326783279162,0.26739367240532175,-0.33546887693958755,0.2632515905911338,0.05153443403015212
